"variable","size_class","mean","min","max"
"AWM","small",0.372335284931789,0.0241007507856996,0.540918991060593
"AWP","small",0.628047741890426,0.0471797677696992,1.09224402785436
"AWM","med",3.25176685050761,1.07091118579445,6.15963227116665
"AWP","med",4.23600821800489,2.37491989750288,6.86044851431548
"AWM","large",2.33586513350835,0.272984270120867,4.96561874089317
"AWP","large",2.08242461136739,0.125372939995065,4.91101869125725
