Species,coef,significant,significant2,ci.lower,ci.upper,chg_rad_inc_1SD_clim,variable,month,CP,sp
FAGR_subcanopy,0.059732,FALSE,FALSE,-0.197797879,0.297948446,0.007802172,tmn,prev.jun,subcanopy,FAGR
FAGR_subcanopy,-0.116698058,FALSE,FALSE,-0.278560095,0.060636186,-0.015243057,tmn,prev.jul,subcanopy,FAGR
FAGR_subcanopy,-0.007782371,FALSE,FALSE,-0.22469028,0.191254407,-0.00101653,tmn,prev.aug,subcanopy,FAGR
FAGR_subcanopy,-0.083942382,FALSE,FALSE,-0.311676485,0.155019224,-0.010964522,tmn,prev.sep,subcanopy,FAGR
FAGR_subcanopy,-0.083635151,FALSE,FALSE,-0.281092576,0.116892325,-0.010924392,tmn,prev.oct,subcanopy,FAGR
FAGR_subcanopy,-0.036899288,FALSE,FALSE,-0.233977267,0.180324952,-0.004819771,tmn,prev.nov,subcanopy,FAGR
FAGR_subcanopy,0.074221228,FALSE,FALSE,-0.099576231,0.234135302,0.009694749,tmn,prev.dec,subcanopy,FAGR
FAGR_subcanopy,0.18044561,FALSE,FALSE,-0.002162476,0.359770913,0.023569738,tmn,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.025307446,FALSE,FALSE,-0.203440197,0.229852037,0.003305649,tmn,curr.feb,subcanopy,FAGR
FAGR_subcanopy,-0.006732131,FALSE,FALSE,-0.232572818,0.208114335,-0.000879348,tmn,curr.mar,subcanopy,FAGR
FAGR_subcanopy,-0.158250988,FALSE,FALSE,-0.365802912,0.064625304,-0.020670685,tmn,curr.apr,subcanopy,FAGR
FAGR_subcanopy,0.225034958,FALSE,FALSE,-0.005816604,0.464406941,0.029393982,tmn,curr.may,subcanopy,FAGR
FAGR_subcanopy,0.039032446,FALSE,FALSE,-0.219789729,0.281815651,0.005098403,tmn,curr.jun,subcanopy,FAGR
FAGR_subcanopy,0.0687871,FALSE,FALSE,-0.129225588,0.27680984,0.008984945,tmn,curr.jul,subcanopy,FAGR
FAGR_subcanopy,0.157349877,FALSE,FALSE,-0.060431281,0.361752896,0.020552982,tmn,curr.aug,subcanopy,FAGR
FAGR_subcanopy,-0.117781143,FALSE,FALSE,-0.289869215,0.06441873,-0.015384529,tmp,prev.apr,subcanopy,FAGR
FAGR_subcanopy,0.057140924,FALSE,FALSE,-0.165237415,0.278801334,0.007463726,tmp,prev.may,subcanopy,FAGR
FAGR_subcanopy,0.029952792,FALSE,FALSE,-0.222737027,0.252698274,0.003912422,tmp,prev.jun,subcanopy,FAGR
FAGR_subcanopy,-0.02678174,FALSE,FALSE,-0.229172617,0.14989126,-0.003498221,tmp,prev.jul,subcanopy,FAGR
FAGR_subcanopy,-0.044306086,FALSE,FALSE,-0.235517853,0.165040216,-0.005787244,tmp,prev.aug,subcanopy,FAGR
FAGR_subcanopy,0.044091526,FALSE,FALSE,-0.199433126,0.255501672,0.005759219,tmp,prev.sep,subcanopy,FAGR
FAGR_subcanopy,0.026313211,FALSE,FALSE,-0.18843082,0.234765488,0.003437022,tmp,prev.oct,subcanopy,FAGR
FAGR_subcanopy,0.088593824,FALSE,FALSE,-0.13408019,0.315248752,0.011572092,tmp,prev.nov,subcanopy,FAGR
FAGR_subcanopy,0.115766948,FALSE,FALSE,-0.107757926,0.310908937,0.015121435,tmp,prev.dec,subcanopy,FAGR
FAGR_subcanopy,0.2063723,TRUE,FALSE,0.033602381,0.385475103,0.026956272,tmp,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.041878585,FALSE,FALSE,-0.17012759,0.261848042,0.005470165,tmp,curr.feb,subcanopy,FAGR
FAGR_subcanopy,0.013491252,FALSE,FALSE,-0.21191911,0.238458019,0.001762222,tmp,curr.mar,subcanopy,FAGR
FAGR_subcanopy,-0.248629787,TRUE,FALSE,-0.443969189,-0.04113792,-0.03247593,tmp,curr.apr,subcanopy,FAGR
FAGR_subcanopy,0.203760843,FALSE,FALSE,-0.012722361,0.428902108,0.026615165,tmp,curr.may,subcanopy,FAGR
FAGR_subcanopy,0.072891923,FALSE,FALSE,-0.169957465,0.297919642,0.009521116,tmp,curr.jun,subcanopy,FAGR
FAGR_subcanopy,0.209256688,FALSE,FALSE,-0.04563311,0.431288692,0.02733303,tmp,curr.jul,subcanopy,FAGR
FAGR_subcanopy,0.262810607,FALSE,FALSE,-0.008353608,0.484033944,0.034328223,tmp,curr.aug,subcanopy,FAGR
FAGR_subcanopy,-0.054723199,FALSE,FALSE,-0.266082878,0.118098201,-0.007147924,tmx,prev.apr,subcanopy,FAGR
FAGR_subcanopy,0.009627786,FALSE,FALSE,-0.221667063,0.248965443,0.001257578,tmx,prev.may,subcanopy,FAGR
FAGR_subcanopy,0.005307936,FALSE,FALSE,-0.231358176,0.226055242,0.000693321,tmx,prev.jun,subcanopy,FAGR
FAGR_subcanopy,0.034826168,FALSE,FALSE,-0.170736838,0.264734233,0.004548981,tmx,prev.jul,subcanopy,FAGR
FAGR_subcanopy,-0.0593886,FALSE,FALSE,-0.281783761,0.148313181,-0.007757317,tmx,prev.aug,subcanopy,FAGR
FAGR_subcanopy,0.147220522,FALSE,FALSE,-0.085436319,0.359870219,0.019229889,tmx,prev.sep,subcanopy,FAGR
FAGR_subcanopy,0.134450191,FALSE,FALSE,-0.081021883,0.337951678,0.017561834,tmx,prev.oct,subcanopy,FAGR
FAGR_subcanopy,0.183162491,FALSE,FALSE,-0.026521446,0.41843589,0.023924616,tmx,prev.nov,subcanopy,FAGR
FAGR_subcanopy,0.138359047,FALSE,FALSE,-0.071670639,0.354412905,0.018072407,tmx,prev.dec,subcanopy,FAGR
FAGR_subcanopy,0.228869693,TRUE,FALSE,0.030368872,0.413653856,0.029894874,tmx,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.067332347,FALSE,FALSE,-0.179742046,0.300429643,0.008794926,tmx,curr.feb,subcanopy,FAGR
FAGR_subcanopy,0.029853961,FALSE,FALSE,-0.195528551,0.248180467,0.003899513,tmx,curr.mar,subcanopy,FAGR
FAGR_subcanopy,-0.272065295,TRUE,FALSE,-0.457258418,-0.064995269,-0.035537067,tmx,curr.apr,subcanopy,FAGR
FAGR_subcanopy,0.179886795,FALSE,FALSE,-0.052332263,0.398142302,0.023496746,tmx,curr.may,subcanopy,FAGR
FAGR_subcanopy,0.089456523,FALSE,FALSE,-0.147142797,0.312615622,0.011684778,tmx,curr.jun,subcanopy,FAGR
FAGR_subcanopy,0.249734617,FALSE,FALSE,-0.010725808,0.485148525,0.032620242,tmx,curr.jul,subcanopy,FAGR
FAGR_subcanopy,0.286830294,TRUE,FALSE,0.00162466,0.510355007,0.037465666,tmx,curr.aug,subcanopy,FAGR
FAGR_subcanopy,-0.198559172,TRUE,FALSE,-0.380870702,-0.020272114,-0.025935725,vap,prev.apr,subcanopy,FAGR
FAGR_subcanopy,0.094425422,FALSE,FALSE,-0.112134456,0.314079374,0.012333813,vap,prev.may,subcanopy,FAGR
FAGR_subcanopy,-0.022926022,FALSE,FALSE,-0.260921308,0.2060433,-0.002994588,vap,prev.jun,subcanopy,FAGR
FAGR_subcanopy,-0.087637137,FALSE,FALSE,-0.283577951,0.122706855,-0.01144713,vap,prev.jul,subcanopy,FAGR
FAGR_subcanopy,0.026073872,FALSE,FALSE,-0.208841347,0.271848398,0.003405759,vap,prev.aug,subcanopy,FAGR
FAGR_subcanopy,-0.090706536,FALSE,FALSE,-0.316932299,0.120017236,-0.011848054,vap,prev.sep,subcanopy,FAGR
FAGR_subcanopy,-0.056432977,FALSE,FALSE,-0.281308909,0.184004747,-0.007371254,vap,prev.oct,subcanopy,FAGR
FAGR_subcanopy,-0.008290513,FALSE,FALSE,-0.19432392,0.217852478,-0.001082904,vap,prev.nov,subcanopy,FAGR
FAGR_subcanopy,0.084486992,FALSE,FALSE,-0.133236769,0.282819216,0.011035659,vap,prev.dec,subcanopy,FAGR
FAGR_subcanopy,0.243662716,TRUE,FALSE,0.041783345,0.422378693,0.031827133,vap,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.043309645,FALSE,FALSE,-0.195530756,0.267851594,0.00565709,vap,curr.feb,subcanopy,FAGR
FAGR_subcanopy,0.055761977,FALSE,FALSE,-0.176684283,0.25470432,0.007283609,vap,curr.mar,subcanopy,FAGR
FAGR_subcanopy,-0.022912863,FALSE,FALSE,-0.253035162,0.193578262,-0.00299287,vap,curr.apr,subcanopy,FAGR
FAGR_subcanopy,0.229135102,FALSE,FALSE,-0.017329932,0.454761734,0.029929541,vap,curr.may,subcanopy,FAGR
FAGR_subcanopy,0.105727309,FALSE,FALSE,-0.156675647,0.339674689,0.013810061,vap,curr.jun,subcanopy,FAGR
FAGR_subcanopy,0.0880674,FALSE,FALSE,-0.100264045,0.297542783,0.011503331,vap,curr.jul,subcanopy,FAGR
FAGR_subcanopy,7.77E-05,FALSE,FALSE,-0.208572363,0.206781563,1.02E-05,vap,curr.aug,subcanopy,FAGR
FAGR_subcanopy,-0.085146716,FALSE,FALSE,-0.303594582,0.10640245,-0.011121832,wet,prev.apr,subcanopy,FAGR
FAGR_subcanopy,0.071212473,FALSE,FALSE,-0.141579429,0.265679032,0.009301747,wet,prev.may,subcanopy,FAGR
FAGR_subcanopy,-0.020580128,FALSE,FALSE,-0.268150352,0.253601279,-0.002688169,wet,prev.jun,subcanopy,FAGR
FAGR_subcanopy,-0.093198431,FALSE,FALSE,-0.315254582,0.132682371,-0.012173544,wet,prev.jul,subcanopy,FAGR
FAGR_subcanopy,0.049853703,FALSE,FALSE,-0.179097753,0.278587171,0.006511872,wet,prev.aug,subcanopy,FAGR
FAGR_subcanopy,-0.300946659,TRUE,FALSE,-0.483974109,-0.090448363,-0.03930954,wet,prev.sep,subcanopy,FAGR
FAGR_subcanopy,-0.085185736,FALSE,FALSE,-0.356617284,0.189203757,-0.011126929,wet,prev.oct,subcanopy,FAGR
FAGR_subcanopy,-0.086993919,FALSE,FALSE,-0.288102663,0.128139271,-0.011363113,wet,prev.nov,subcanopy,FAGR
FAGR_subcanopy,0.136545089,FALSE,FALSE,-0.195023523,0.413763793,0.017835468,wet,prev.dec,subcanopy,FAGR
FAGR_subcanopy,0.251015065,TRUE,FALSE,0.012510608,0.467370014,0.032787494,wet,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.002401683,FALSE,FALSE,-0.218394266,0.207487202,0.000313707,wet,curr.feb,subcanopy,FAGR
FAGR_subcanopy,0.018503922,FALSE,FALSE,-0.22537808,0.269667246,0.002416975,wet,curr.mar,subcanopy,FAGR
FAGR_subcanopy,0.061705292,FALSE,FALSE,-0.137324383,0.246841998,0.008059922,wet,curr.apr,subcanopy,FAGR
FAGR_subcanopy,-0.101377169,FALSE,FALSE,-0.320502013,0.118811273,-0.013241848,wet,curr.may,subcanopy,FAGR
FAGR_subcanopy,-0.076133849,FALSE,FALSE,-0.35260424,0.246438079,-0.009944575,wet,curr.jun,subcanopy,FAGR
FAGR_subcanopy,-0.340326483,TRUE,TRUE,-0.536301629,-0.109066798,-0.044453318,wet,curr.jul,subcanopy,FAGR
FAGR_subcanopy,-0.246987047,TRUE,FALSE,-0.440376435,-0.040279457,-0.032261356,wet,curr.aug,subcanopy,FAGR
FAGR_subcanopy,0.063113818,FALSE,FALSE,-0.1322919,0.275769703,0.008243903,PETminusPRE,prev.apr,subcanopy,FAGR
FAGR_subcanopy,-0.072395011,FALSE,FALSE,-0.262693309,0.144318136,-0.009456209,PETminusPRE,prev.may,subcanopy,FAGR
FAGR_subcanopy,0.00334087,FALSE,FALSE,-0.230384667,0.263004489,0.000436383,PETminusPRE,prev.jun,subcanopy,FAGR
FAGR_subcanopy,0.080255406,FALSE,FALSE,-0.12856424,0.312758573,0.010482931,PETminusPRE,prev.jul,subcanopy,FAGR
FAGR_subcanopy,-0.080047311,FALSE,FALSE,-0.303480206,0.14101979,-0.01045575,PETminusPRE,prev.aug,subcanopy,FAGR
FAGR_subcanopy,0.319506154,TRUE,FALSE,0.108596392,0.48459905,0.041733774,PETminusPRE,prev.sep,subcanopy,FAGR
FAGR_subcanopy,0.038076018,FALSE,FALSE,-0.252365153,0.354745614,0.004973475,PETminusPRE,prev.oct,subcanopy,FAGR
FAGR_subcanopy,0.087128148,FALSE,FALSE,-0.124529941,0.290247892,0.011380646,PETminusPRE,prev.nov,subcanopy,FAGR
FAGR_subcanopy,-0.082626059,FALSE,FALSE,-0.330573825,0.193266112,-0.010792585,PETminusPRE,prev.dec,subcanopy,FAGR
FAGR_subcanopy,-0.19792275,FALSE,FALSE,-0.401560957,0.014776123,-0.025852595,PETminusPRE,curr.jan,subcanopy,FAGR
FAGR_subcanopy,0.031993523,FALSE,FALSE,-0.177092599,0.253075323,0.004178982,PETminusPRE,curr.feb,subcanopy,FAGR
FAGR_subcanopy,-0.010279791,FALSE,FALSE,-0.257393637,0.226548912,-0.001342742,PETminusPRE,curr.mar,subcanopy,FAGR
FAGR_subcanopy,-0.115195869,FALSE,FALSE,-0.298845165,0.074826427,-0.015046841,PETminusPRE,curr.apr,subcanopy,FAGR
FAGR_subcanopy,0.11624055,FALSE,FALSE,-0.104518067,0.313111851,0.015183297,PETminusPRE,curr.may,subcanopy,FAGR
FAGR_subcanopy,0.086893948,FALSE,FALSE,-0.170136293,0.311970476,0.011350055,PETminusPRE,curr.jun,subcanopy,FAGR
FAGR_subcanopy,0.350804482,TRUE,TRUE,0.124906669,0.533315913,0.04582195,PETminusPRE,curr.jul,subcanopy,FAGR
FAGR_subcanopy,0.276738407,TRUE,FALSE,0.082603644,0.477030432,0.036147467,PETminusPRE,curr.aug,subcanopy,FAGR
FRAM_canopy,-0.07838757,FALSE,FALSE,-0.291560099,0.14495673,-0.008900859,cld,prev.apr,canopy,FRAM
FRAM_canopy,-0.236161142,TRUE,FALSE,-0.406557678,-0.027289072,-0.026815949,cld,prev.may,canopy,FRAM
FRAM_canopy,-0.123612379,FALSE,FALSE,-0.305406711,0.055803904,-0.014036108,cld,prev.jun,canopy,FRAM
FRAM_canopy,-0.108074389,FALSE,FALSE,-0.2928332,0.111462698,-0.012271779,cld,prev.jul,canopy,FRAM
FRAM_canopy,-0.025051844,FALSE,FALSE,-0.200254019,0.163706028,-0.002844621,cld,prev.aug,canopy,FRAM
FRAM_canopy,-0.026134062,FALSE,FALSE,-0.224540465,0.176575199,-0.002967506,cld,prev.sep,canopy,FRAM
FRAM_canopy,0.184731308,FALSE,FALSE,-0.062259729,0.420357034,0.020976124,cld,prev.oct,canopy,FRAM
FRAM_canopy,0.12714879,FALSE,FALSE,-0.122393283,0.358118941,0.014437665,cld,prev.nov,canopy,FRAM
FRAM_canopy,-0.011740013,FALSE,FALSE,-0.22712426,0.204801198,-0.001333071,cld,prev.dec,canopy,FRAM
FRAM_canopy,-0.00904434,FALSE,FALSE,-0.204589732,0.196156777,-0.001026979,cld,curr.jan,canopy,FRAM
FRAM_canopy,0.145531624,FALSE,FALSE,-0.051898848,0.308888138,0.016525024,cld,curr.feb,canopy,FRAM
FRAM_canopy,0.135840955,FALSE,FALSE,-0.075600698,0.341910969,0.015424655,cld,curr.mar,canopy,FRAM
FRAM_canopy,-0.119263812,FALSE,FALSE,-0.315106763,0.074758802,-0.013542331,cld,curr.apr,canopy,FRAM
FRAM_canopy,0.241834322,TRUE,FALSE,0.054030145,0.429295243,0.027460135,cld,curr.may,canopy,FRAM
FRAM_canopy,0.107747676,FALSE,FALSE,-0.086759771,0.310544007,0.012234681,cld,curr.jun,canopy,FRAM
FRAM_canopy,0.136746708,FALSE,FALSE,-0.082241581,0.335660661,0.015527503,cld,curr.jul,canopy,FRAM
FRAM_canopy,-0.022738516,FALSE,FALSE,-0.220723411,0.199149522,-0.002581944,cld,curr.aug,canopy,FRAM
FRAM_canopy,0.030811673,FALSE,FALSE,-0.184355703,0.226170829,0.003498646,dtr,prev.apr,canopy,FRAM
FRAM_canopy,0.190720878,FALSE,FALSE,-0.032572798,0.373130198,0.021656236,dtr,prev.may,canopy,FRAM
FRAM_canopy,-0.032912738,FALSE,FALSE,-0.224569809,0.176019788,-0.003737221,dtr,prev.jun,canopy,FRAM
FRAM_canopy,-0.008850516,FALSE,FALSE,-0.184001965,0.165672379,-0.001004971,dtr,prev.jul,canopy,FRAM
FRAM_canopy,0.079575176,FALSE,FALSE,-0.118678001,0.280716229,0.009035711,dtr,prev.aug,canopy,FRAM
FRAM_canopy,-0.00541381,FALSE,FALSE,-0.197089629,0.187907808,-0.000614735,dtr,prev.sep,canopy,FRAM
FRAM_canopy,-0.174318356,FALSE,FALSE,-0.36979502,0.05883784,-0.01979374,dtr,prev.oct,canopy,FRAM
FRAM_canopy,-0.059791578,FALSE,FALSE,-0.298560185,0.170764714,-0.006789296,dtr,prev.nov,canopy,FRAM
FRAM_canopy,-0.057964027,FALSE,FALSE,-0.238470265,0.147701273,-0.006581779,dtr,prev.dec,canopy,FRAM
FRAM_canopy,0.032242756,FALSE,FALSE,-0.139724558,0.219180838,0.003661145,dtr,curr.jan,canopy,FRAM
FRAM_canopy,-0.16810054,FALSE,FALSE,-0.358028645,0.030968778,-0.01908771,dtr,curr.feb,canopy,FRAM
FRAM_canopy,-0.046744843,FALSE,FALSE,-0.269625875,0.165774885,-0.005307848,dtr,curr.mar,canopy,FRAM
FRAM_canopy,0.067902031,FALSE,FALSE,-0.135870728,0.259386629,0.007710233,dtr,curr.apr,canopy,FRAM
FRAM_canopy,-0.179771523,FALSE,FALSE,-0.360630004,0.034410432,-0.020412943,dtr,curr.may,canopy,FRAM
FRAM_canopy,-0.157837187,FALSE,FALSE,-0.34261683,0.055438704,-0.017922313,dtr,curr.jun,canopy,FRAM
FRAM_canopy,-0.048590406,FALSE,FALSE,-0.263762501,0.179032473,-0.00551741,dtr,curr.jul,canopy,FRAM
FRAM_canopy,-0.047376525,FALSE,FALSE,-0.262210837,0.161799136,-0.005379575,dtr,curr.aug,canopy,FRAM
FRAM_canopy,0.075166018,FALSE,FALSE,-0.142262199,0.293219839,0.008535054,frs,prev.oct,canopy,FRAM
FRAM_canopy,0.007745026,FALSE,FALSE,-0.191038216,0.218031988,0.000879443,frs,prev.nov,canopy,FRAM
FRAM_canopy,-0.266135172,TRUE,FALSE,-0.442083832,-0.058248138,-0.030219481,frs,prev.dec,canopy,FRAM
FRAM_canopy,-0.109933798,FALSE,FALSE,-0.319159054,0.09045229,-0.012482914,frs,curr.jan,canopy,FRAM
FRAM_canopy,-0.082409913,FALSE,FALSE,-0.295278559,0.126085532,-0.009357594,frs,curr.feb,canopy,FRAM
FRAM_canopy,-0.066536159,FALSE,FALSE,-0.288160168,0.156185428,-0.007555139,frs,curr.mar,canopy,FRAM
FRAM_canopy,0.069086197,FALSE,FALSE,-0.153695109,0.288145993,0.007844694,frs,curr.apr,canopy,FRAM
FRAM_canopy,0.071749474,FALSE,FALSE,-0.063487807,0.185093273,0.008147108,frs,curr.may,canopy,FRAM
FRAM_canopy,0.024903201,FALSE,FALSE,-0.174595622,0.238457538,0.002827743,pet,prev.apr,canopy,FRAM
FRAM_canopy,0.153275097,FALSE,FALSE,-0.031394075,0.334575015,0.017404291,pet,prev.may,canopy,FRAM
FRAM_canopy,0.099388105,FALSE,FALSE,-0.114491727,0.30453824,0.011285457,pet,prev.jun,canopy,FRAM
FRAM_canopy,0.045434329,FALSE,FALSE,-0.133347041,0.219658227,0.005159039,pet,prev.jul,canopy,FRAM
FRAM_canopy,0.0420834,FALSE,FALSE,-0.140973972,0.239766204,0.004778544,pet,prev.aug,canopy,FRAM
FRAM_canopy,-0.035840763,FALSE,FALSE,-0.24312156,0.174598812,-0.004069696,pet,prev.sep,canopy,FRAM
FRAM_canopy,-0.181385613,FALSE,FALSE,-0.412259681,0.042220889,-0.020596222,pet,prev.oct,canopy,FRAM
FRAM_canopy,-0.192310658,FALSE,FALSE,-0.414925467,0.052106907,-0.021836754,pet,prev.nov,canopy,FRAM
FRAM_canopy,0.079953222,FALSE,FALSE,-0.133832454,0.274869692,0.009078638,pet,prev.dec,canopy,FRAM
FRAM_canopy,0.090223917,FALSE,FALSE,-0.190177707,0.322342966,0.010244869,pet,curr.jan,canopy,FRAM
FRAM_canopy,-0.140109919,FALSE,FALSE,-0.370665354,0.093951536,-0.015909393,pet,curr.feb,canopy,FRAM
FRAM_canopy,-0.001155397,FALSE,FALSE,-0.236607751,0.210845874,-0.000131195,pet,curr.mar,canopy,FRAM
FRAM_canopy,0.031844172,FALSE,FALSE,-0.163324892,0.198645636,0.003615886,pet,curr.apr,canopy,FRAM
FRAM_canopy,-0.16986328,FALSE,FALSE,-0.374526745,0.08255423,-0.019287868,pet,curr.may,canopy,FRAM
FRAM_canopy,-0.171091012,FALSE,FALSE,-0.361225828,0.046171153,-0.019427277,pet,curr.jun,canopy,FRAM
FRAM_canopy,-0.11978429,FALSE,FALSE,-0.345576391,0.12376633,-0.013601431,pet,curr.jul,canopy,FRAM
FRAM_canopy,-0.082007979,FALSE,FALSE,-0.302558082,0.112172363,-0.009311954,pet,curr.aug,canopy,FRAM
FRAM_canopy,0.027276208,FALSE,FALSE,-0.185103954,0.229723278,0.003097196,pet_sum,prev.apr,canopy,FRAM
FRAM_canopy,0.156930147,FALSE,FALSE,-0.053123232,0.325668777,0.017819319,pet_sum,prev.may,canopy,FRAM
FRAM_canopy,0.104417152,FALSE,FALSE,-0.103558579,0.30954168,0.011856502,pet_sum,prev.jun,canopy,FRAM
FRAM_canopy,0.04965218,FALSE,FALSE,-0.138183804,0.217647637,0.005637974,pet_sum,prev.jul,canopy,FRAM
FRAM_canopy,0.047532959,FALSE,FALSE,-0.148044394,0.241059102,0.005397338,pet_sum,prev.aug,canopy,FRAM
FRAM_canopy,-0.036174859,FALSE,FALSE,-0.23331697,0.172277608,-0.004107633,pet_sum,prev.sep,canopy,FRAM
FRAM_canopy,-0.18262966,FALSE,FALSE,-0.413041773,0.06328364,-0.020737483,pet_sum,prev.oct,canopy,FRAM
FRAM_canopy,-0.18851893,FALSE,FALSE,-0.419689833,0.046512592,-0.021406206,pet_sum,prev.nov,canopy,FRAM
FRAM_canopy,0.086781507,FALSE,FALSE,-0.134447056,0.270372527,0.009853985,pet_sum,prev.dec,canopy,FRAM
FRAM_canopy,0.093364076,FALSE,FALSE,-0.165061313,0.322609301,0.010601432,pet_sum,curr.jan,canopy,FRAM
FRAM_canopy,-0.15610623,FALSE,FALSE,-0.369592016,0.071519331,-0.017725764,pet_sum,curr.feb,canopy,FRAM
FRAM_canopy,-0.008438135,FALSE,FALSE,-0.22490623,0.211381001,-0.000958145,pet_sum,curr.mar,canopy,FRAM
FRAM_canopy,0.02574407,FALSE,FALSE,-0.168458559,0.216756538,0.002923223,pet_sum,curr.apr,canopy,FRAM
FRAM_canopy,-0.163491825,FALSE,FALSE,-0.37841087,0.065542405,-0.018564394,pet_sum,curr.may,canopy,FRAM
FRAM_canopy,-0.16795148,FALSE,FALSE,-0.369117136,0.038385735,-0.019070785,pet_sum,curr.jun,canopy,FRAM
FRAM_canopy,-0.118969382,FALSE,FALSE,-0.340819964,0.116466351,-0.013508898,pet_sum,curr.jul,canopy,FRAM
FRAM_canopy,-0.083781512,FALSE,FALSE,-0.29791577,0.115195095,-0.009513338,pet_sum,curr.aug,canopy,FRAM
FRAM_canopy,0.046827828,FALSE,FALSE,-0.212808731,0.273536063,0.00531727,pre,prev.apr,canopy,FRAM
FRAM_canopy,-0.023769807,FALSE,FALSE,-0.238927511,0.172521174,-0.002699047,pre,prev.may,canopy,FRAM
FRAM_canopy,0.054787683,FALSE,FALSE,-0.185692986,0.255187378,0.006221107,pre,prev.jun,canopy,FRAM
FRAM_canopy,0.070777749,FALSE,FALSE,-0.142587603,0.269113174,0.008036769,pre,prev.jul,canopy,FRAM
FRAM_canopy,-0.04315294,FALSE,FALSE,-0.264938718,0.189877058,-0.004899989,pre,prev.aug,canopy,FRAM
FRAM_canopy,0.108788447,FALSE,FALSE,-0.058587209,0.267384361,0.01235286,pre,prev.sep,canopy,FRAM
FRAM_canopy,-0.066903773,FALSE,FALSE,-0.313026205,0.21748773,-0.007596881,pre,prev.oct,canopy,FRAM
FRAM_canopy,0.100586739,FALSE,FALSE,-0.111543735,0.289095426,0.011421561,pre,prev.nov,canopy,FRAM
FRAM_canopy,0.005940859,FALSE,FALSE,-0.224157511,0.226632351,0.000674581,pre,prev.dec,canopy,FRAM
FRAM_canopy,-0.20013366,TRUE,FALSE,-0.372839289,-0.015733231,-0.022725051,pre,curr.jan,canopy,FRAM
FRAM_canopy,0.038897972,FALSE,FALSE,-0.167907859,0.237330113,0.00441684,pre,curr.feb,canopy,FRAM
FRAM_canopy,0.105144354,FALSE,FALSE,-0.073790599,0.284777907,0.011939075,pre,curr.mar,canopy,FRAM
FRAM_canopy,0.001449377,FALSE,FALSE,-0.198426967,0.193092348,0.000164576,pre,curr.apr,canopy,FRAM
FRAM_canopy,0.218208406,TRUE,FALSE,0.000701285,0.421607686,0.024777427,pre,curr.may,canopy,FRAM
FRAM_canopy,0.153406079,FALSE,FALSE,-0.027340845,0.308070992,0.017419164,pre,curr.jun,canopy,FRAM
FRAM_canopy,0.021380607,FALSE,FALSE,-0.212250077,0.240450078,0.002427754,pre,curr.jul,canopy,FRAM
FRAM_canopy,0.199405577,TRUE,FALSE,0.004072438,0.372059441,0.022642378,pre,curr.aug,canopy,FRAM
FRAM_canopy,-0.0142701,FALSE,FALSE,-0.223697908,0.199367025,-0.001620361,tmn,prev.apr,canopy,FRAM
FRAM_canopy,0.010111285,FALSE,FALSE,-0.156232244,0.168628079,0.00114813,tmn,prev.may,canopy,FRAM
FRAM_canopy,0.103970648,FALSE,FALSE,-0.135797829,0.320776525,0.011805802,tmn,prev.jun,canopy,FRAM
FRAM_canopy,0.000297354,FALSE,FALSE,-0.249285122,0.233885248,3.38E-05,tmn,prev.jul,canopy,FRAM
FRAM_canopy,-0.022284821,FALSE,FALSE,-0.259582147,0.220729956,-0.002530427,tmn,prev.aug,canopy,FRAM
FRAM_canopy,-0.088726763,FALSE,FALSE,-0.293922675,0.139385991,-0.010074868,tmn,prev.sep,canopy,FRAM
FRAM_canopy,-0.003871455,FALSE,FALSE,-0.209743355,0.201403973,-0.000439601,tmn,prev.oct,canopy,FRAM
FRAM_canopy,-0.00433412,FALSE,FALSE,-0.228864465,0.205409733,-0.000492137,tmn,prev.nov,canopy,FRAM
FRAM_canopy,0.242298492,TRUE,FALSE,0.044961634,0.417277273,0.027512841,tmn,prev.dec,canopy,FRAM
FRAM_canopy,0.113793561,FALSE,FALSE,-0.09021604,0.31640436,0.012921187,tmn,curr.jan,canopy,FRAM
FRAM_canopy,0.028136563,FALSE,FALSE,-0.192697409,0.231874769,0.003194889,tmn,curr.feb,canopy,FRAM
FRAM_canopy,0.09629079,FALSE,FALSE,-0.174139515,0.319186484,0.010933759,tmn,curr.mar,canopy,FRAM
FRAM_canopy,-0.049995713,FALSE,FALSE,-0.267322567,0.160383062,-0.005676982,tmn,curr.apr,canopy,FRAM
FRAM_canopy,-0.157073709,FALSE,FALSE,-0.369486622,0.058524228,-0.017835621,tmn,curr.may,canopy,FRAM
FRAM_canopy,0.040250217,FALSE,FALSE,-0.16837391,0.24394489,0.004570387,tmn,curr.jun,canopy,FRAM
FRAM_canopy,0.090366512,FALSE,FALSE,-0.155621333,0.312184949,0.010261061,tmn,curr.jul,canopy,FRAM
FRAM_canopy,-0.082725699,FALSE,FALSE,-0.276924644,0.106287107,-0.009393451,tmn,curr.aug,canopy,FRAM
FRAM_canopy,0.003059072,FALSE,FALSE,-0.207944796,0.206969717,0.000347356,tmp,prev.apr,canopy,FRAM
FRAM_canopy,0.079801686,FALSE,FALSE,-0.080941564,0.232487619,0.009061431,tmp,prev.may,canopy,FRAM
