"","X","siteID","verticalPosition","year","month","date","time","tempSingleMean","X.1","siteID.1","verticalPosition.1","year.1","month.1","date.1","time.1","tempSingleMean.1","tair_diff_8am","tair_diff_1pm","tair_diff_7pm","X.2","siteID.2","verticalPosition.2","year.2","month.2","date.2","time.2","PARMean","X.1.1","siteID.1.1","verticalPosition.1.1","year.1.1","month.1.1","date.1.1","time.1.1","PARMean.1","par_diff_8am","par_diff_1pm","par_diff_7pm"
"1",1489,"HARV",10,"2015","-07","-01"," 00:00:00",NA,72913,"HARV",50,"2015","-07","-01"," 00:00:00",NA,NA,NA,NA,1489,"HARV",10,"2015","-07","-01"," 00:00:00",0.7,72913,"HARV",50,"2015","-07","-01"," 00:00:00",21.96,0,78.69,1058.61
"2",1490,"HARV",10,"2015","-07","-01"," 00:30:00",NA,72914,"HARV",50,"2015","-07","-01"," 00:30:00",NA,NA,NA,NA,1490,"HARV",10,"2015","-07","-01"," 00:30:00",0.3,72914,"HARV",50,"2015","-07","-01"," 00:30:00",1.81,0.00999999999999998,874.38,689.47
"3",1491,"HARV",10,"2015","-07","-01"," 01:00:00",NA,72915,"HARV",50,"2015","-07","-01"," 01:00:00",NA,NA,NA,NA,1491,"HARV",10,"2015","-07","-01"," 01:00:00",0.23,72915,"HARV",50,"2015","-07","-01"," 01:00:00",0.22,0,1198.75,1466.06
"4",1492,"HARV",10,"2015","-07","-01"," 01:30:00",NA,72916,"HARV",50,"2015","-07","-01"," 01:30:00",NA,NA,NA,NA,1492,"HARV",10,"2015","-07","-01"," 01:30:00",0.23,72916,"HARV",50,"2015","-07","-01"," 01:30:00",0.22,-0.02,362.46,309.49
"5",1493,"HARV",10,"2015","-07","-01"," 02:00:00",NA,72917,"HARV",50,"2015","-07","-01"," 02:00:00",NA,NA,NA,NA,1493,"HARV",10,"2015","-07","-01"," 02:00:00",0.22,72917,"HARV",50,"2015","-07","-01"," 02:00:00",0.21,-0.02,1075.26,703.44
"6",1494,"HARV",10,"2015","-07","-01"," 02:30:00",NA,72918,"HARV",50,"2015","-07","-01"," 02:30:00",NA,NA,NA,NA,1494,"HARV",10,"2015","-07","-01"," 02:30:00",0.23,72918,"HARV",50,"2015","-07","-01"," 02:30:00",0.22,-0.02,1011.47,1369.65
"7",1495,"HARV",10,"2015","-07","-01"," 03:00:00",NA,72919,"HARV",50,"2015","-07","-01"," 03:00:00",NA,NA,NA,NA,1495,"HARV",10,"2015","-07","-01"," 03:00:00",0.23,72919,"HARV",50,"2015","-07","-01"," 03:00:00",0.22,-0.01,257.44,938.97
"8",1496,"HARV",10,"2015","-07","-01"," 03:30:00",NA,72920,"HARV",50,"2015","-07","-01"," 03:30:00",NA,NA,NA,NA,1496,"HARV",10,"2015","-07","-01"," 03:30:00",0.22,72920,"HARV",50,"2015","-07","-01"," 03:30:00",0.2,-0.21,518.96,1302.36
"9",1497,"HARV",10,"2015","-07","-01"," 04:00:00",NA,72921,"HARV",50,"2015","-07","-01"," 04:00:00",NA,NA,NA,NA,1497,"HARV",10,"2015","-07","-01"," 04:00:00",0.21,72921,"HARV",50,"2015","-07","-01"," 04:00:00",0.21,0,663.03,1134.54
"10",1498,"HARV",10,"2015","-07","-01"," 04:30:00",NA,72922,"HARV",50,"2015","-07","-01"," 04:30:00",NA,NA,NA,NA,1498,"HARV",10,"2015","-07","-01"," 04:30:00",0.22,72922,"HARV",50,"2015","-07","-01"," 04:30:00",0.22,-0.01,1010.45,1383.32
"11",1499,"HARV",10,"2015","-07","-01"," 05:00:00",NA,72923,"HARV",50,"2015","-07","-01"," 05:00:00",NA,NA,NA,NA,1499,"HARV",10,"2015","-07","-01"," 05:00:00",0.21,72923,"HARV",50,"2015","-07","-01"," 05:00:00",0.21,-0.02,1151,1204.77
"12",1500,"HARV",10,"2015","-07","-01"," 05:30:00",NA,72924,"HARV",50,"2015","-07","-01"," 05:30:00",17.2705,NA,NA,NA,1500,"HARV",10,"2015","-07","-01"," 05:30:00",0.21,72924,"HARV",50,"2015","-07","-01"," 05:30:00",0.22,-0.01,979.27,1317.49
"13",1501,"HARV",10,"2015","-07","-01"," 06:00:00",NA,72925,"HARV",50,"2015","-07","-01"," 06:00:00",NA,NA,NA,NA,1501,"HARV",10,"2015","-07","-01"," 06:00:00",0.22,72925,"HARV",50,"2015","-07","-01"," 06:00:00",0.21,-0.03,898.87,1080.86
"14",1502,"HARV",10,"2015","-07","-01"," 06:30:00",NA,72926,"HARV",50,"2015","-07","-01"," 06:30:00",NA,NA,NA,NA,1502,"HARV",10,"2015","-07","-01"," 06:30:00",0.21,72926,"HARV",50,"2015","-07","-01"," 06:30:00",0.21,-0.02,741.2,431.41
"15",1503,"HARV",10,"2015","-07","-01"," 07:00:00",NA,72927,"HARV",50,"2015","-07","-01"," 07:00:00",NA,NA,NA,NA,1503,"HARV",10,"2015","-07","-01"," 07:00:00",0.22,72927,"HARV",50,"2015","-07","-01"," 07:00:00",0.21,-0.03,1053.21,1304.85
"16",1504,"HARV",10,"2015","-07","-01"," 07:30:00",NA,72928,"HARV",50,"2015","-07","-01"," 07:30:00",NA,NA,NA,NA,1504,"HARV",10,"2015","-07","-01"," 07:30:00",0.22,72928,"HARV",50,"2015","-07","-01"," 07:30:00",0.21,-0.00999999999999998,1153.44,1473.07
"17",1505,"HARV",10,"2015","-07","-01"," 08:00:00",NA,72929,"HARV",50,"2015","-07","-01"," 08:00:00",NA,NA,NA,NA,1505,"HARV",10,"2015","-07","-01"," 08:00:00",0.21,72929,"HARV",50,"2015","-07","-01"," 08:00:00",0.21,0,1089.86,1408.72
"18",1506,"HARV",10,"2015","-07","-01"," 08:30:00",NA,72930,"HARV",50,"2015","-07","-01"," 08:30:00",NA,NA,NA,NA,1506,"HARV",10,"2015","-07","-01"," 08:30:00",0.22,72930,"HARV",50,"2015","-07","-01"," 08:30:00",0.25,-0.00999999999999998,162.44,325.45
"19",1507,"HARV",10,"2015","-07","-01"," 09:00:00",NA,72931,"HARV",50,"2015","-07","-01"," 09:00:00",NA,NA,NA,NA,1507,"HARV",10,"2015","-07","-01"," 09:00:00",0.25,72931,"HARV",50,"2015","-07","-01"," 09:00:00",1.55,-0.02,431.82,1052.15
"20",1508,"HARV",10,"2015","-07","-01"," 09:30:00",NA,72932,"HARV",50,"2015","-07","-01"," 09:30:00",NA,NA,NA,NA,1508,"HARV",10,"2015","-07","-01"," 09:30:00",0.36,72932,"HARV",50,"2015","-07","-01"," 09:30:00",6.58,-0.05,1118.99,1342.83
"21",1509,"HARV",10,"2015","-07","-01"," 10:00:00",NA,72933,"HARV",50,"2015","-07","-01"," 10:00:00",NA,NA,NA,NA,1509,"HARV",10,"2015","-07","-01"," 10:00:00",0.48,72933,"HARV",50,"2015","-07","-01"," 10:00:00",11.45,-0.03,444.67,1315.21
"22",1510,"HARV",10,"2015","-07","-01"," 10:30:00",NA,72934,"HARV",50,"2015","-07","-01"," 10:30:00",NA,NA,NA,NA,1510,"HARV",10,"2015","-07","-01"," 10:30:00",0.39,72934,"HARV",50,"2015","-07","-01"," 10:30:00",6.7,0.01,1143.04,1109.91
"23",1511,"HARV",10,"2015","-07","-01"," 11:00:00",NA,72935,"HARV",50,"2015","-07","-01"," 11:00:00",NA,NA,NA,NA,1511,"HARV",10,"2015","-07","-01"," 11:00:00",0.47,72935,"HARV",50,"2015","-07","-01"," 11:00:00",9.51,0,1152.24,858.15
"24",1512,"HARV",10,"2015","-07","-01"," 11:30:00",NA,72936,"HARV",50,"2015","-07","-01"," 11:30:00",NA,NA,NA,NA,1512,"HARV",10,"2015","-07","-01"," 11:30:00",0.55,72936,"HARV",50,"2015","-07","-01"," 11:30:00",11.03,0.01,1164.32,471.74
"25",1513,"HARV",10,"2015","-07","-01"," 12:00:00",NA,72937,"HARV",50,"2015","-07","-01"," 12:00:00",NA,NA,NA,NA,1513,"HARV",10,"2015","-07","-01"," 12:00:00",1.99,72937,"HARV",50,"2015","-07","-01"," 12:00:00",57.29,0.02,784.27,1185.33
"26",1514,"HARV",10,"2015","-07","-01"," 12:30:00",NA,72938,"HARV",50,"2015","-07","-01"," 12:30:00",NA,NA,NA,NA,1514,"HARV",10,"2015","-07","-01"," 12:30:00",3.38,72938,"HARV",50,"2015","-07","-01"," 12:30:00",102.84,-0.01,254.3,1026.29
"27",1515,"HARV",10,"2015","-07","-01"," 13:00:00",NA,72939,"HARV",50,"2015","-07","-01"," 13:00:00",NA,NA,NA,NA,1515,"HARV",10,"2015","-07","-01"," 13:00:00",2.71,72939,"HARV",50,"2015","-07","-01"," 13:00:00",81.4,0.01,938.02,147.02
"28",1516,"HARV",10,"2015","-07","-01"," 13:30:00",NA,72940,"HARV",50,"2015","-07","-01"," 13:30:00",NA,NA,NA,NA,1516,"HARV",10,"2015","-07","-01"," 13:30:00",3.29,72940,"HARV",50,"2015","-07","-01"," 13:30:00",96.7,0.01,1022.5,1302.96
"29",1517,"HARV",10,"2015","-07","-01"," 14:00:00",NA,72941,"HARV",50,"2015","-07","-01"," 14:00:00",NA,NA,NA,NA,1517,"HARV",10,"2015","-07","-01"," 14:00:00",5.23,72941,"HARV",50,"2015","-07","-01"," 14:00:00",161.83,0,1091.36,1045.63
"30",1518,"HARV",10,"2015","-07","-01"," 14:30:00",NA,72942,"HARV",50,"2015","-07","-01"," 14:30:00",NA,NA,NA,NA,1518,"HARV",10,"2015","-07","-01"," 14:30:00",6.1,72942,"HARV",50,"2015","-07","-01"," 14:30:00",189.34,0.02,752.3,371.75
"31",1519,"HARV",10,"2015","-07","-01"," 15:00:00",NA,72943,"HARV",50,"2015","-07","-01"," 15:00:00",NA,NA,NA,NA,1519,"HARV",10,"2015","-07","-01"," 15:00:00",5.9,72943,"HARV",50,"2015","-07","-01"," 15:00:00",179.5,0.01,1110.86,1295.3
"32",1520,"HARV",10,"2015","-07","-01"," 15:30:00",NA,72944,"HARV",50,"2015","-07","-01"," 15:30:00",NA,NA,NA,NA,1520,"HARV",10,"2015","-07","-01"," 15:30:00",11.85,72944,"HARV",50,"2015","-07","-01"," 15:30:00",373.49,0.38,1117.87,412.25
"33",1521,"HARV",10,"2015","-07","-01"," 16:00:00",NA,72945,"HARV",50,"2015","-07","-01"," 16:00:00",NA,NA,NA,NA,1521,"HARV",10,"2015","-07","-01"," 16:00:00",16.16,72945,"HARV",50,"2015","-07","-01"," 16:00:00",538.96,0.35,828.84,1183.03
"34",1522,"HARV",10,"2015","-07","-01"," 16:30:00",NA,72946,"HARV",50,"2015","-07","-01"," 16:30:00",NA,NA,NA,NA,1522,"HARV",10,"2015","-07","-01"," 16:30:00",24.79,72946,"HARV",50,"2015","-07","-01"," 16:30:00",906.31,0.36,1205.02,1687.12
"35",1523,"HARV",10,"2015","-07","-01"," 17:00:00",NA,72947,"HARV",50,"2015","-07","-01"," 17:00:00",NA,NA,NA,NA,1523,"HARV",10,"2015","-07","-01"," 17:00:00",22.32,72947,"HARV",50,"2015","-07","-01"," 17:00:00",935.45,0.37,1205.83,1616.25
"36",1524,"HARV",10,"2015","-07","-01"," 17:30:00",NA,72948,"HARV",50,"2015","-07","-01"," 17:30:00",NA,NA,NA,NA,1524,"HARV",10,"2015","-07","-01"," 17:30:00",22.54,72948,"HARV",50,"2015","-07","-01"," 17:30:00",1052.76,0.37,497.1,1759.24
"37",1525,"HARV",10,"2015","-07","-01"," 18:00:00",NA,72949,"HARV",50,"2015","-07","-01"," 18:00:00",NA,NA,NA,NA,1525,"HARV",10,"2015","-07","-01"," 18:00:00",20.54,72949,"HARV",50,"2015","-07","-01"," 18:00:00",746.53,0.36,1169.87,1499.92
"38",1526,"HARV",10,"2015","-07","-01"," 18:30:00",NA,72950,"HARV",50,"2015","-07","-01"," 18:30:00",NA,NA,NA,NA,1526,"HARV",10,"2015","-07","-01"," 18:30:00",54.08,72950,"HARV",50,"2015","-07","-01"," 18:30:00",1067.73,0.35,936.7,1701.95
"39",1527,"HARV",10,"2015","-07","-01"," 19:00:00",NA,72951,"HARV",50,"2015","-07","-01"," 19:00:00",NA,NA,NA,NA,1527,"HARV",10,"2015","-07","-01"," 19:00:00",39.5,72951,"HARV",50,"2015","-07","-01"," 19:00:00",1098.11,0.37,434.72,1497.92
"40",1528,"HARV",10,"2015","-07","-01"," 19:30:00",NA,72952,"HARV",50,"2015","-07","-01"," 19:30:00",NA,NA,NA,NA,1528,"HARV",10,"2015","-07","-01"," 19:30:00",34.54,72952,"HARV",50,"2015","-07","-01"," 19:30:00",1208.89,0.36,249.08,273.99
"41",1529,"HARV",10,"2015","-07","-01"," 20:00:00",NA,72953,"HARV",50,"2015","-07","-01"," 20:00:00",NA,NA,NA,NA,1529,"HARV",10,"2015","-07","-01"," 20:00:00",50.02,72953,"HARV",50,"2015","-07","-01"," 20:00:00",1199.25,0.37,346.38,441.41
"42",1530,"HARV",10,"2015","-07","-01"," 20:30:00",NA,72954,"HARV",50,"2015","-07","-01"," 20:30:00",NA,NA,NA,NA,1530,"HARV",10,"2015","-07","-01"," 20:30:00",30.33,72954,"HARV",50,"2015","-07","-01"," 20:30:00",1048.48,0.36,672.18,1376.69
"43",1531,"HARV",10,"2015","-07","-01"," 21:00:00",NA,72955,"HARV",50,"2015","-07","-01"," 21:00:00",NA,NA,NA,NA,1531,"HARV",10,"2015","-07","-01"," 21:00:00",12.15,72955,"HARV",50,"2015","-07","-01"," 21:00:00",886.91,0.35,1202.35,1323.8
"44",1532,"HARV",10,"2015","-07","-01"," 21:30:00",NA,72956,"HARV",50,"2015","-07","-01"," 21:30:00",NA,NA,NA,NA,1532,"HARV",10,"2015","-07","-01"," 21:30:00",7.04,72956,"HARV",50,"2015","-07","-01"," 21:30:00",441.8,0.37,1149.49,1087.78
"45",1533,"HARV",10,"2015","-07","-01"," 22:00:00",NA,72957,"HARV",50,"2015","-07","-01"," 22:00:00",NA,NA,NA,NA,1533,"HARV",10,"2015","-07","-01"," 22:00:00",2.61,72957,"HARV",50,"2015","-07","-01"," 22:00:00",99.61,0.35,280.96,1014.78
"46",1534,"HARV",10,"2015","-07","-01"," 22:30:00",NA,72958,"HARV",50,"2015","-07","-01"," 22:30:00",NA,NA,NA,NA,1534,"HARV",10,"2015","-07","-01"," 22:30:00",1.39,72958,"HARV",50,"2015","-07","-01"," 22:30:00",44.4,0.37,991.18,1567.36
"47",1535,"HARV",10,"2015","-07","-01"," 23:00:00",NA,72959,"HARV",50,"2015","-07","-01"," 23:00:00",NA,NA,1.3844,NA,1535,"HARV",10,"2015","-07","-01"," 23:00:00",2.58,72959,"HARV",50,"2015","-07","-01"," 23:00:00",104.81,0.36,823.76,714.58
"48",1536,"HARV",10,"2015","-07","-01"," 23:30:00",NA,72960,"HARV",50,"2015","-07","-01"," 23:30:00",NA,NA,NA,NA,1536,"HARV",10,"2015","-07","-01"," 23:30:00",2.5,72960,"HARV",50,"2015","-07","-01"," 23:30:00",123.14,0.37,1016.99,1666.38
"49",1537,"HARV",10,"2015","-07","-02"," 00:00:00",NA,72961,"HARV",50,"2015","-07","-02"," 00:00:00",NA,NA,NA,NA,1537,"HARV",10,"2015","-07","-02"," 00:00:00",0.76,72961,"HARV",50,"2015","-07","-02"," 00:00:00",25.31,0.36,1127.09,236.08
"50",1538,"HARV",10,"2015","-07","-02"," 00:30:00",NA,72962,"HARV",50,"2015","-07","-02"," 00:30:00",NA,NA,NA,NA,1538,"HARV",10,"2015","-07","-02"," 00:30:00",0.26,72962,"HARV",50,"2015","-07","-02"," 00:30:00",2.56,0.34,1169.1,1352.18
"51",1539,"HARV",10,"2015","-07","-02"," 01:00:00",NA,72963,"HARV",50,"2015","-07","-02"," 01:00:00",NA,NA,NA,NA,1539,"HARV",10,"2015","-07","-02"," 01:00:00",0.2,72963,"HARV",50,"2015","-07","-02"," 01:00:00",0.24,0.33,1177.23,1424.19
"52",1540,"HARV",10,"2015","-07","-02"," 01:30:00",NA,72964,"HARV",50,"2015","-07","-02"," 01:30:00",NA,NA,NA,-1.1758,1540,"HARV",10,"2015","-07","-02"," 01:30:00",0.21,72964,"HARV",50,"2015","-07","-02"," 01:30:00",0.19,0.35,1165.62,1461.44
"53",1541,"HARV",10,"2015","-07","-02"," 02:00:00",NA,72965,"HARV",50,"2015","-07","-02"," 02:00:00",NA,NA,NA,NA,1541,"HARV",10,"2015","-07","-02"," 02:00:00",0.21,72965,"HARV",50,"2015","-07","-02"," 02:00:00",0.21,0.36,1216.68,1167.12
"54",1542,"HARV",10,"2015","-07","-02"," 02:30:00",NA,72966,"HARV",50,"2015","-07","-02"," 02:30:00",NA,NA,NA,NA,1542,"HARV",10,"2015","-07","-02"," 02:30:00",0.21,72966,"HARV",50,"2015","-07","-02"," 02:30:00",0.21,0.36,1166.29,1374.52
"55",1543,"HARV",10,"2015","-07","-02"," 03:00:00",NA,72967,"HARV",50,"2015","-07","-02"," 03:00:00",NA,NA,NA,NA,1543,"HARV",10,"2015","-07","-02"," 03:00:00",0.21,72967,"HARV",50,"2015","-07","-02"," 03:00:00",0.21,0.36,1198.7,1546.41
"56",1544,"HARV",10,"2015","-07","-02"," 03:30:00",NA,72968,"HARV",50,"2015","-07","-02"," 03:30:00",NA,NA,NA,NA,1544,"HARV",10,"2015","-07","-02"," 03:30:00",0.2,72968,"HARV",50,"2015","-07","-02"," 03:30:00",0.22,0.35,1131.84,583.91
"57",1545,"HARV",10,"2015","-07","-02"," 04:00:00",NA,72969,"HARV",50,"2015","-07","-02"," 04:00:00",NA,NA,NA,NA,1545,"HARV",10,"2015","-07","-02"," 04:00:00",0.21,72969,"HARV",50,"2015","-07","-02"," 04:00:00",0.2,0.34,1131.02,1429.76
"58",1546,"HARV",10,"2015","-07","-02"," 04:30:00",NA,72970,"HARV",50,"2015","-07","-02"," 04:30:00",NA,NA,NA,NA,1546,"HARV",10,"2015","-07","-02"," 04:30:00",0.22,72970,"HARV",50,"2015","-07","-02"," 04:30:00",0.2,0.34,1166.53,783.26
"59",1547,"HARV",10,"2015","-07","-02"," 05:00:00",NA,72971,"HARV",50,"2015","-07","-02"," 05:00:00",14.5188,NA,NA,NA,1547,"HARV",10,"2015","-07","-02"," 05:00:00",0.21,72971,"HARV",50,"2015","-07","-02"," 05:00:00",0.21,0.35,1117.67,967.97
"60",1548,"HARV",10,"2015","-07","-02"," 05:30:00",NA,72972,"HARV",50,"2015","-07","-02"," 05:30:00",NA,NA,NA,NA,1548,"HARV",10,"2015","-07","-02"," 05:30:00",0.21,72972,"HARV",50,"2015","-07","-02"," 05:30:00",0.21,0.36,369.93,1458.88
"61",1549,"HARV",10,"2015","-07","-02"," 06:00:00",NA,72973,"HARV",50,"2015","-07","-02"," 06:00:00",NA,NA,NA,NA,1549,"HARV",10,"2015","-07","-02"," 06:00:00",0.22,72973,"HARV",50,"2015","-07","-02"," 06:00:00",0.21,0.36,848.45,976.41
"62",1550,"HARV",10,"2015","-07","-02"," 06:30:00",NA,72974,"HARV",50,"2015","-07","-02"," 06:30:00",NA,NA,NA,NA,1550,"HARV",10,"2015","-07","-02"," 06:30:00",0.2,72974,"HARV",50,"2015","-07","-02"," 06:30:00",0.21,0.36,144.4,628.18
"63",1551,"HARV",10,"2015","-07","-02"," 07:00:00",NA,72975,"HARV",50,"2015","-07","-02"," 07:00:00",NA,0.187799999999999,0.849699999999999,2.1025,1551,"HARV",10,"2015","-07","-02"," 07:00:00",0.21,72975,"HARV",50,"2015","-07","-02"," 07:00:00",0.2,0.9,916.01,656.44
"64",1552,"HARV",10,"2015","-07","-02"," 07:30:00",NA,72976,"HARV",50,"2015","-07","-02"," 07:30:00",NA,0.316399999999998,1.2252,1.8856,1552,"HARV",10,"2015","-07","-02"," 07:30:00",0.22,72976,"HARV",50,"2015","-07","-02"," 07:30:00",0.21,0.94,1039.9,1149.51
"65",1553,"HARV",10,"2015","-07","-02"," 08:00:00",NA,72977,"HARV",50,"2015","-07","-02"," 08:00:00",NA,0.7562,0.999399999999998,0.242999999999999,1553,"HARV",10,"2015","-07","-02"," 08:00:00",0.2,72977,"HARV",50,"2015","-07","-02"," 08:00:00",0.21,0.87,1125.5,1690.51
"66",1554,"HARV",10,"2015","-07","-02"," 08:30:00",NA,72978,"HARV",50,"2015","-07","-02"," 08:30:00",NA,1.8534,0.9589,1.0899,1554,"HARV",10,"2015","-07","-02"," 08:30:00",0.23,72978,"HARV",50,"2015","-07","-02"," 08:30:00",0.46,0.89,1165.25,1765.04
"67",1555,"HARV",10,"2015","-07","-02"," 09:00:00",NA,72979,"HARV",50,"2015","-07","-02"," 09:00:00",NA,3.5594,1.8163,1.0399,1555,"HARV",10,"2015","-07","-02"," 09:00:00",0.4,72979,"HARV",50,"2015","-07","-02"," 09:00:00",8.82,0.89,1186.49,1573.64
"68",1556,"HARV",10,"2015","-07","-02"," 09:30:00",NA,72980,"HARV",50,"2015","-07","-02"," 09:30:00",NA,0.8089,0.4589,1.1885,1556,"HARV",10,"2015","-07","-02"," 09:30:00",1.34,72980,"HARV",50,"2015","-07","-02"," 09:30:00",53.07,0.89,560.17,1048.61
"69",1557,"HARV",10,"2015","-07","-02"," 10:00:00",NA,72981,"HARV",50,"2015","-07","-02"," 10:00:00",NA,0.133300000000002,1.3885,0.538499999999999,1557,"HARV",10,"2015","-07","-02"," 10:00:00",2.74,72981,"HARV",50,"2015","-07","-02"," 10:00:00",147.81,0.89,248.79,504.38
"70",1558,"HARV",10,"2015","-07","-02"," 10:30:00",NA,72982,"HARV",50,"2015","-07","-02"," 10:30:00",NA,0.933399999999999,0.6127,0.848199999999999,1558,"HARV",10,"2015","-07","-02"," 10:30:00",4.09,72982,"HARV",50,"2015","-07","-02"," 10:30:00",248.98,0.87,858,1306.84
"71",1559,"HARV",10,"2015","-07","-02"," 11:00:00",NA,72983,"HARV",50,"2015","-07","-02"," 11:00:00",NA,0.360900000000001,1.0704,1.4215,1559,"HARV",10,"2015","-07","-02"," 11:00:00",7.38,72983,"HARV",50,"2015","-07","-02"," 11:00:00",480.74,0.9,1219.64,1685.82
"72",1560,"HARV",10,"2015","-07","-02"," 11:30:00",NA,72984,"HARV",50,"2015","-07","-02"," 11:30:00",NA,1.34,1.5739,1.1447,1560,"HARV",10,"2015","-07","-02"," 11:30:00",9.59,72984,"HARV",50,"2015","-07","-02"," 11:30:00",584.98,0.88,974.28,1486.37
"73",1561,"HARV",10,"2015","-07","-02"," 12:00:00",NA,72985,"HARV",50,"2015","-07","-02"," 12:00:00",NA,0.300599999999999,0.0408000000000008,2.3934,1561,"HARV",10,"2015","-07","-02"," 12:00:00",10.41,72985,"HARV",50,"2015","-07","-02"," 12:00:00",779.63,0.85,220.69,692.38
"74",1562,"HARV",10,"2015","-07","-02"," 12:30:00",NA,72986,"HARV",50,"2015","-07","-02"," 12:30:00",NA,1.0594,1.371,2.0706,1562,"HARV",10,"2015","-07","-02"," 12:30:00",10.88,72986,"HARV",50,"2015","-07","-02"," 12:30:00",966.83,0.86,376.12,1468.91
"75",1563,"HARV",10,"2015","-07","-02"," 13:00:00",NA,72987,"HARV",50,"2015","-07","-02"," 13:00:00",NA,0.250699999999998,-0.368200000000002,-0.3409,1563,"HARV",10,"2015","-07","-02"," 13:00:00",20.52,72987,"HARV",50,"2015","-07","-02"," 13:00:00",894.9,0.76,211.76,249.15
"76",1564,"HARV",10,"2015","-07","-02"," 13:30:00",NA,72988,"HARV",50,"2015","-07","-02"," 13:30:00",NA,-0.533200000000001,-0.264699999999999,-0.0593000000000004,1564,"HARV",10,"2015","-07","-02"," 13:30:00",25.58,72988,"HARV",50,"2015","-07","-02"," 13:30:00",1222.33,0.91,213.63,269.24
"77",1565,"HARV",10,"2015","-07","-02"," 14:00:00",NA,72989,"HARV",50,"2015","-07","-02"," 14:00:00",NA,-0.0682000000000009,0.0316999999999972,2.5147,1565,"HARV",10,"2015","-07","-02"," 14:00:00",22.47,72989,"HARV",50,"2015","-07","-02"," 14:00:00",1264.97,0.91,174.33,754.12
"78",1566,"HARV",10,"2015","-07","-02"," 14:30:00",NA,72990,"HARV",50,"2015","-07","-02"," 14:30:00",NA,0.612400000000001,1.1025,2.36,1566,"HARV",10,"2015","-07","-02"," 14:30:00",19.19,72990,"HARV",50,"2015","-07","-02"," 14:30:00",1385.34,0.87,1148.93,1522.98
"79",1567,"HARV",10,"2015","-07","-02"," 15:00:00",NA,72991,"HARV",50,"2015","-07","-02"," 15:00:00",NA,1.3384,2.0128,2.5509,1567,"HARV",10,"2015","-07","-02"," 15:00:00",40.82,72991,"HARV",50,"2015","-07","-02"," 15:00:00",1591.36,0.38,1088.12,986.58
"80",1568,"HARV",10,"2015","-07","-02"," 15:30:00",NA,72992,"HARV",50,"2015","-07","-02"," 15:30:00",NA,0.2942,0.534000000000002,0.904500000000002,1568,"HARV",10,"2015","-07","-02"," 15:30:00",25.32,72992,"HARV",50,"2015","-07","-02"," 15:30:00",1462.16,0.88,854.41,1455.24
"81",1569,"HARV",10,"2015","-07","-02"," 16:00:00",NA,72993,"HARV",50,"2015","-07","-02"," 16:00:00",NA,0.648599999999998,-0.2835,2.0387,1569,"HARV",10,"2015","-07","-02"," 16:00:00",22.79,72993,"HARV",50,"2015","-07","-02"," 16:00:00",1324.66,0.81,631.92,1108.3
"82",1570,"HARV",10,"2015","-07","-02"," 16:30:00",NA,72994,"HARV",50,"2015","-07","-02"," 16:30:00",NA,2.5331,1.8624,2.1204,1570,"HARV",10,"2015","-07","-02"," 16:30:00",21.88,72994,"HARV",50,"2015","-07","-02"," 16:30:00",1228.86,0.99,1028.56,917.27
"83",1571,"HARV",10,"2015","-07","-02"," 17:00:00",NA,72995,"HARV",50,"2015","-07","-02"," 17:00:00",NA,2.6017,0.7544,1.5432,1571,"HARV",10,"2015","-07","-02"," 17:00:00",15.84,72995,"HARV",50,"2015","-07","-02"," 17:00:00",789.38,0.88,1202.86,1320.94
"84",1572,"HARV",10,"2015","-07","-02"," 17:30:00",NA,72996,"HARV",50,"2015","-07","-02"," 17:30:00",NA,1.4784,0.499300000000002,2.0023,1572,"HARV",10,"2015","-07","-02"," 17:30:00",22.23,72996,"HARV",50,"2015","-07","-02"," 17:30:00",952.46,0.87,601.27,594.06
"85",1573,"HARV",10,"2015","-07","-02"," 18:00:00",NA,72997,"HARV",50,"2015","-07","-02"," 18:00:00",NA,0.496300000000002,0.173500000000001,0.832599999999999,1573,"HARV",10,"2015","-07","-02"," 18:00:00",25.63,72997,"HARV",50,"2015","-07","-02"," 18:00:00",771.67,0.9,1162.16,788.89
"86",1574,"HARV",10,"2015","-07","-02"," 18:30:00",NA,72998,"HARV",50,"2015","-07","-02"," 18:30:00",NA,-0.00380000000000003,-0.203799999999999,-0.2713,1574,"HARV",10,"2015","-07","-02"," 18:30:00",79.96,72998,"HARV",50,"2015","-07","-02"," 18:30:00",1234.16,0.89,138.67,275.31
"87",1575,"HARV",10,"2015","-07","-02"," 19:00:00",NA,72999,"HARV",50,"2015","-07","-02"," 19:00:00",NA,-0.419500000000001,-0.203000000000001,0.709900000000001,1575,"HARV",10,"2015","-07","-02"," 19:00:00",25.37,72999,"HARV",50,"2015","-07","-02"," 19:00:00",714.84,0.89,159.73,460.76
"88",1576,"HARV",10,"2015","-07","-02"," 19:30:00",NA,73000,"HARV",50,"2015","-07","-02"," 19:30:00",NA,0.482900000000001,1.6501,2.1767,1576,"HARV",10,"2015","-07","-02"," 19:30:00",35.96,73000,"HARV",50,"2015","-07","-02"," 19:30:00",1379.72,0.88,1195.38,1224.12
