"","siteID","verticalPosition","startDateTime","tempSingleMean"
"44","HARV",10,2015-01-01 21:30:00,NA
"45","HARV",10,2015-01-01 22:00:00,NA
"46","HARV",10,2015-01-01 22:30:00,NA
"47","HARV",10,2015-01-01 23:00:00,NA
"48","HARV",10,2015-01-01 23:30:00,NA
"49","HARV",10,2015-01-02 00:00:00,NA
"50","HARV",10,2015-01-02 00:30:00,NA
"51","HARV",10,2015-01-02 01:00:00,NA
"52","HARV",10,2015-01-02 01:30:00,NA
"53","HARV",10,2015-01-02 02:00:00,NA
"54","HARV",10,2015-01-02 02:30:00,NA
"55","HARV",10,2015-01-02 03:00:00,NA
"56","HARV",10,2015-01-02 03:30:00,NA
"57","HARV",10,2015-01-02 04:00:00,NA
"58","HARV",10,2015-01-02 04:30:00,NA
"59","HARV",10,2015-01-02 05:00:00,NA
"60","HARV",10,2015-01-02 05:30:00,NA
"61","HARV",10,2015-01-02 06:00:00,NA
"62","HARV",10,2015-01-02 06:30:00,NA
"63","HARV",10,2015-01-02 07:00:00,NA
"64","HARV",10,2015-01-02 07:30:00,NA
"65","HARV",10,2015-01-02 08:00:00,NA
"66","HARV",10,2015-01-02 08:30:00,NA
"67","HARV",10,2015-01-02 09:00:00,NA
"68","HARV",10,2015-01-02 09:30:00,NA
"69","HARV",10,2015-01-02 10:00:00,NA
"70","HARV",10,2015-01-02 10:30:00,NA
"71","HARV",10,2015-01-02 11:00:00,NA
"72","HARV",10,2015-01-02 11:30:00,NA
"73","HARV",10,2015-01-02 12:00:00,NA
"74","HARV",10,2015-01-02 12:30:00,NA
"75","HARV",10,2015-01-02 13:00:00,-3.5092
"76","HARV",10,2015-01-02 13:30:00,NA
"77","HARV",10,2015-01-02 14:00:00,NA
"78","HARV",10,2015-01-02 14:30:00,NA
"79","HARV",10,2015-01-02 15:00:00,NA
"80","HARV",10,2015-01-02 15:30:00,NA
"81","HARV",10,2015-01-02 16:00:00,NA
"82","HARV",10,2015-01-02 16:30:00,NA
"83","HARV",10,2015-01-02 17:00:00,NA
"84","HARV",10,2015-01-02 17:30:00,NA
"85","HARV",10,2015-01-02 18:00:00,NA
"86","HARV",10,2015-01-02 18:30:00,NA
"87","HARV",10,2015-01-02 19:00:00,NA
"88","HARV",10,2015-01-02 19:30:00,NA
"89","HARV",10,2015-01-02 20:00:00,NA
"90","HARV",10,2015-01-02 20:30:00,NA
"91","HARV",10,2015-01-02 21:00:00,NA
"92","HARV",10,2015-01-02 21:30:00,NA
"93","HARV",10,2015-01-02 22:00:00,NA
"94","HARV",10,2015-01-02 22:30:00,NA
"95","HARV",10,2015-01-02 23:00:00,NA
"96","HARV",10,2015-01-02 23:30:00,NA
"97","HARV",10,2015-01-03 00:00:00,NA
"98","HARV",10,2015-01-03 00:30:00,NA
"99","HARV",10,2015-01-03 01:00:00,NA
"100","HARV",10,2015-01-03 01:30:00,NA
"101","HARV",10,2015-01-03 02:00:00,NA
"102","HARV",10,2015-01-03 02:30:00,NA
"103","HARV",10,2015-01-03 03:00:00,NA
"104","HARV",10,2015-01-03 03:30:00,NA
"105","HARV",10,2015-01-03 04:00:00,NA
"106","HARV",10,2015-01-03 04:30:00,NA
"107","HARV",10,2015-01-03 05:00:00,NA
"108","HARV",10,2015-01-03 05:30:00,NA
"109","HARV",10,2015-01-03 06:00:00,NA
"110","HARV",10,2015-01-03 06:30:00,NA
"111","HARV",10,2015-01-03 07:00:00,NA
"112","HARV",10,2015-01-03 07:30:00,NA
"113","HARV",10,2015-01-03 08:00:00,NA
"114","HARV",10,2015-01-03 08:30:00,NA
"115","HARV",10,2015-01-03 09:00:00,NA
"116","HARV",10,2015-01-03 09:30:00,NA
"117","HARV",10,2015-01-03 10:00:00,NA
"118","HARV",10,2015-01-03 10:30:00,NA
"119","HARV",10,2015-01-03 11:00:00,NA
"120","HARV",10,2015-01-03 11:30:00,NA
"121","HARV",10,2015-01-03 12:00:00,NA
"122","HARV",10,2015-01-03 12:30:00,NA
"123","HARV",10,2015-01-03 13:00:00,NA
"124","HARV",10,2015-01-03 13:30:00,NA
"125","HARV",10,2015-01-03 14:00:00,NA
"126","HARV",10,2015-01-03 14:30:00,NA
"127","HARV",10,2015-01-03 15:00:00,NA
"128","HARV",10,2015-01-03 15:30:00,NA
"129","HARV",10,2015-01-03 16:00:00,NA
"130","HARV",10,2015-01-03 16:30:00,NA
"131","HARV",10,2015-01-03 17:00:00,NA
"132","HARV",10,2015-01-03 17:30:00,NA
"133","HARV",10,2015-01-03 18:00:00,NA
"134","HARV",10,2015-01-03 18:30:00,NA
"135","HARV",10,2015-01-03 19:00:00,NA
"136","HARV",10,2015-01-03 19:30:00,NA
"137","HARV",10,2015-01-03 20:00:00,NA
"138","HARV",10,2015-01-03 20:30:00,NA
"139","HARV",10,2015-01-03 21:00:00,NA
"140","HARV",10,2015-01-03 21:30:00,NA
"141","HARV",10,2015-01-03 22:00:00,NA
"142","HARV",10,2015-01-03 22:30:00,NA
"143","HARV",10,2015-01-03 23:00:00,NA
"144","HARV",10,2015-01-03 23:30:00,NA
"145","HARV",10,2015-01-04 00:00:00,NA
"146","HARV",10,2015-01-04 00:30:00,NA
"147","HARV",10,2015-01-04 01:00:00,NA
"148","HARV",10,2015-01-04 01:30:00,NA
"149","HARV",10,2015-01-04 02:00:00,NA
"150","HARV",10,2015-01-04 02:30:00,-3.2387
"151","HARV",10,2015-01-04 03:00:00,NA
"152","HARV",10,2015-01-04 03:30:00,NA
"153","HARV",10,2015-01-04 04:00:00,NA
"154","HARV",10,2015-01-04 04:30:00,NA
"155","HARV",10,2015-01-04 05:00:00,NA
"156","HARV",10,2015-01-04 05:30:00,NA
"157","HARV",10,2015-01-04 06:00:00,NA
"158","HARV",10,2015-01-04 06:30:00,NA
"159","HARV",10,2015-01-04 07:00:00,NA
"160","HARV",10,2015-01-04 07:30:00,NA
"161","HARV",10,2015-01-04 08:00:00,NA
"162","HARV",10,2015-01-04 08:30:00,NA
"163","HARV",10,2015-01-04 09:00:00,NA
"164","HARV",10,2015-01-04 09:30:00,NA
"165","HARV",10,2015-01-04 10:00:00,NA
"166","HARV",10,2015-01-04 10:30:00,NA
"167","HARV",10,2015-01-04 11:00:00,NA
"168","HARV",10,2015-01-04 11:30:00,NA
"169","HARV",10,2015-01-04 12:00:00,NA
"170","HARV",10,2015-01-04 12:30:00,NA
"171","HARV",10,2015-01-04 13:00:00,NA
"172","HARV",10,2015-01-04 13:30:00,NA
"173","HARV",10,2015-01-04 14:00:00,NA
"174","HARV",10,2015-01-04 14:30:00,NA
"175","HARV",10,2015-01-04 15:00:00,NA
"176","HARV",10,2015-01-04 15:30:00,NA
"177","HARV",10,2015-01-04 16:00:00,NA
"178","HARV",10,2015-01-04 16:30:00,NA
"179","HARV",10,2015-01-04 17:00:00,NA
"180","HARV",10,2015-01-04 17:30:00,NA
"181","HARV",10,2015-01-04 18:00:00,NA
"182","HARV",10,2015-01-04 18:30:00,NA
"183","HARV",10,2015-01-04 19:00:00,NA
"184","HARV",10,2015-01-04 19:30:00,NA
"185","HARV",10,2015-01-04 20:00:00,NA
"186","HARV",10,2015-01-04 20:30:00,NA
"187","HARV",10,2015-01-04 21:00:00,NA
"188","HARV",10,2015-01-04 21:30:00,NA
"189","HARV",10,2015-01-04 22:00:00,NA
"190","HARV",10,2015-01-04 22:30:00,NA
"191","HARV",10,2015-01-04 23:00:00,NA
"192","HARV",10,2015-01-04 23:30:00,NA
"193","HARV",10,2015-01-05 00:00:00,NA
"194","HARV",10,2015-01-05 00:30:00,NA
"195","HARV",10,2015-01-05 01:00:00,NA
"196","HARV",10,2015-01-05 01:30:00,NA
"197","HARV",10,2015-01-05 02:00:00,NA
"198","HARV",10,2015-01-05 02:30:00,NA
"199","HARV",10,2015-01-05 03:00:00,NA
"200","HARV",10,2015-01-05 03:30:00,NA
"201","HARV",10,2015-01-05 04:00:00,NA
"202","HARV",10,2015-01-05 04:30:00,NA
"203","HARV",10,2015-01-05 05:00:00,NA
"204","HARV",10,2015-01-05 05:30:00,NA
"205","HARV",10,2015-01-05 06:00:00,NA
"206","HARV",10,2015-01-05 06:30:00,NA
"207","HARV",10,2015-01-05 07:00:00,NA
"208","HARV",10,2015-01-05 07:30:00,NA
"209","HARV",10,2015-01-05 08:00:00,NA
"210","HARV",10,2015-01-05 08:30:00,NA
"211","HARV",10,2015-01-05 09:00:00,NA
"212","HARV",10,2015-01-05 09:30:00,NA
"213","HARV",10,2015-01-05 10:00:00,NA
"214","HARV",10,2015-01-05 10:30:00,NA
"215","HARV",10,2015-01-05 11:00:00,NA
"216","HARV",10,2015-01-05 11:30:00,NA
"217","HARV",10,2015-01-05 12:00:00,NA
"218","HARV",10,2015-01-05 12:30:00,NA
"219","HARV",10,2015-01-05 13:00:00,NA
"220","HARV",10,2015-01-05 13:30:00,NA
"221","HARV",10,2015-01-05 14:00:00,NA
"222","HARV",10,2015-01-05 14:30:00,NA
"223","HARV",10,2015-01-05 15:00:00,NA
"224","HARV",10,2015-01-05 15:30:00,NA
"225","HARV",10,2015-01-05 16:00:00,NA
"226","HARV",10,2015-01-05 16:30:00,NA
"227","HARV",10,2015-01-05 17:00:00,NA
"228","HARV",10,2015-01-05 17:30:00,NA
"229","HARV",10,2015-01-05 18:00:00,NA
"230","HARV",10,2015-01-05 18:30:00,NA
"231","HARV",10,2015-01-05 19:00:00,NA
"232","HARV",10,2015-01-05 19:30:00,NA
"233","HARV",10,2015-01-05 20:00:00,NA
"234","HARV",10,2015-01-05 20:30:00,NA
"235","HARV",10,2015-01-05 21:00:00,NA
"236","HARV",10,2015-01-05 21:30:00,NA
"237","HARV",10,2015-01-05 22:00:00,NA
"238","HARV",10,2015-01-05 22:30:00,NA
"239","HARV",10,2015-01-05 23:00:00,NA
"240","HARV",10,2015-01-05 23:30:00,NA
"241","HARV",10,2015-01-06 00:00:00,NA
"242","HARV",10,2015-01-06 00:30:00,NA
"243","HARV",10,2015-01-06 01:00:00,NA
"244","HARV",10,2015-01-06 01:30:00,NA
"245","HARV",10,2015-01-06 02:00:00,NA
"246","HARV",10,2015-01-06 02:30:00,NA
"247","HARV",10,2015-01-06 03:00:00,NA
"248","HARV",10,2015-01-06 03:30:00,NA
"249","HARV",10,2015-01-06 04:00:00,NA
"250","HARV",10,2015-01-06 04:30:00,NA
"251","HARV",10,2015-01-06 05:00:00,NA
"252","HARV",10,2015-01-06 05:30:00,NA
"253","HARV",10,2015-01-06 06:00:00,NA
"254","HARV",10,2015-01-06 06:30:00,NA
"255","HARV",10,2015-01-06 07:00:00,NA
"256","HARV",10,2015-01-06 07:30:00,NA
"257","HARV",10,2015-01-06 08:00:00,NA
"258","HARV",10,2015-01-06 08:30:00,NA
"259","HARV",10,2015-01-06 09:00:00,NA
"260","HARV",10,2015-01-06 09:30:00,NA
"261","HARV",10,2015-01-06 10:00:00,NA
"262","HARV",10,2015-01-06 10:30:00,NA
"263","HARV",10,2015-01-06 11:00:00,NA
"264","HARV",10,2015-01-06 11:30:00,NA
"265","HARV",10,2015-01-06 12:00:00,NA
"266","HARV",10,2015-01-06 12:30:00,NA
"267","HARV",10,2015-01-06 13:00:00,NA
"268","HARV",10,2015-01-06 13:30:00,NA
"269","HARV",10,2015-01-06 14:00:00,NA
"270","HARV",10,2015-01-06 14:30:00,NA
"271","HARV",10,2015-01-06 15:00:00,-11.4183
"272","HARV",10,2015-01-06 15:30:00,NA
"273","HARV",10,2015-01-06 16:00:00,NA
"274","HARV",10,2015-01-06 16:30:00,NA
"275","HARV",10,2015-01-06 17:00:00,NA
"276","HARV",10,2015-01-06 17:30:00,NA
"277","HARV",10,2015-01-06 18:00:00,NA
"278","HARV",10,2015-01-06 18:30:00,NA
"279","HARV",10,2015-01-06 19:00:00,NA
"280","HARV",10,2015-01-06 19:30:00,NA
"281","HARV",10,2015-01-06 20:00:00,NA
"282","HARV",10,2015-01-06 20:30:00,NA
"283","HARV",10,2015-01-06 21:00:00,NA
"284","HARV",10,2015-01-06 21:30:00,NA
"285","HARV",10,2015-01-06 22:00:00,NA
"286","HARV",10,2015-01-06 22:30:00,NA
"287","HARV",10,2015-01-06 23:00:00,NA
"288","HARV",10,2015-01-06 23:30:00,NA
"289","HARV",10,2015-01-07 00:00:00,NA
"290","HARV",10,2015-01-07 00:30:00,NA
"291","HARV",10,2015-01-07 01:00:00,NA
"292","HARV",10,2015-01-07 01:30:00,NA
"293","HARV",10,2015-01-07 02:00:00,NA
"294","HARV",10,2015-01-07 02:30:00,NA
"295","HARV",10,2015-01-07 03:00:00,NA
"296","HARV",10,2015-01-07 03:30:00,NA
"297","HARV",10,2015-01-07 04:00:00,NA
"298","HARV",10,2015-01-07 04:30:00,NA
"299","HARV",10,2015-01-07 05:00:00,NA
"300","HARV",10,2015-01-07 05:30:00,NA
"301","HARV",10,2015-01-07 06:00:00,NA
"302","HARV",10,2015-01-07 06:30:00,NA
"303","HARV",10,2015-01-07 07:00:00,NA
"304","HARV",10,2015-01-07 07:30:00,NA
"305","HARV",10,2015-01-07 08:00:00,NA
"306","HARV",10,2015-01-07 08:30:00,NA
"307","HARV",10,2015-01-07 09:00:00,NA
"308","HARV",10,2015-01-07 09:30:00,NA
"309","HARV",10,2015-01-07 10:00:00,NA
"310","HARV",10,2015-01-07 10:30:00,NA
"311","HARV",10,2015-01-07 11:00:00,NA
"312","HARV",10,2015-01-07 11:30:00,NA
"313","HARV",10,2015-01-07 12:00:00,NA
"314","HARV",10,2015-01-07 12:30:00,NA
"315","HARV",10,2015-01-07 13:00:00,NA
"316","HARV",10,2015-01-07 13:30:00,NA
"317","HARV",10,2015-01-07 14:00:00,NA
"318","HARV",10,2015-01-07 14:30:00,NA
"319","HARV",10,2015-01-07 15:00:00,NA
"320","HARV",10,2015-01-07 15:30:00,NA
"321","HARV",10,2015-01-07 16:00:00,NA
"322","HARV",10,2015-01-07 16:30:00,NA
"323","HARV",10,2015-01-07 17:00:00,NA
"324","HARV",10,2015-01-07 17:30:00,NA
"325","HARV",10,2015-01-07 18:00:00,NA
"326","HARV",10,2015-01-07 18:30:00,NA
"327","HARV",10,2015-01-07 19:00:00,NA
"328","HARV",10,2015-01-07 19:30:00,NA
"329","HARV",10,2015-01-07 20:00:00,NA
"330","HARV",10,2015-01-07 20:30:00,NA
"331","HARV",10,2015-01-07 21:00:00,NA
"332","HARV",10,2015-01-07 21:30:00,NA
"333","HARV",10,2015-01-07 22:00:00,NA
"334","HARV",10,2015-01-07 22:30:00,NA
"335","HARV",10,2015-01-07 23:00:00,NA
"336","HARV",10,2015-01-07 23:30:00,NA
"337","HARV",10,2015-01-08 00:00:00,NA
"338","HARV",10,2015-01-08 00:30:00,NA
"339","HARV",10,2015-01-08 01:00:00,NA
"340","HARV",10,2015-01-08 01:30:00,NA
"341","HARV",10,2015-01-08 02:00:00,NA
"342","HARV",10,2015-01-08 02:30:00,NA
"343","HARV",10,2015-01-08 03:00:00,NA
"344","HARV",10,2015-01-08 03:30:00,NA
"345","HARV",10,2015-01-08 04:00:00,NA
"346","HARV",10,2015-01-08 04:30:00,NA
"347","HARV",10,2015-01-08 05:00:00,NA
"348","HARV",10,2015-01-08 05:30:00,NA
"349","HARV",10,2015-01-08 06:00:00,NA
"350","HARV",10,2015-01-08 06:30:00,NA
"351","HARV",10,2015-01-08 07:00:00,NA
"352","HARV",10,2015-01-08 07:30:00,NA
"353","HARV",10,2015-01-08 08:00:00,NA
"354","HARV",10,2015-01-08 08:30:00,NA
"355","HARV",10,2015-01-08 09:00:00,NA
"356","HARV",10,2015-01-08 09:30:00,NA
"357","HARV",10,2015-01-08 10:00:00,NA
"358","HARV",10,2015-01-08 10:30:00,NA
"359","HARV",10,2015-01-08 11:00:00,NA
"360","HARV",10,2015-01-08 11:30:00,NA
"361","HARV",10,2015-01-08 12:00:00,NA
"362","HARV",10,2015-01-08 12:30:00,NA
"363","HARV",10,2015-01-08 13:00:00,NA
"364","HARV",10,2015-01-08 13:30:00,NA
"365","HARV",10,2015-01-08 14:00:00,NA
"366","HARV",10,2015-01-08 14:30:00,NA
"367","HARV",10,2015-01-08 15:00:00,NA
"368","HARV",10,2015-01-08 15:30:00,NA
"369","HARV",10,2015-01-08 16:00:00,NA
"370","HARV",10,2015-01-08 16:30:00,NA
"371","HARV",10,2015-01-08 17:00:00,NA
"372","HARV",10,2015-01-08 17:30:00,NA
"373","HARV",10,2015-01-08 18:00:00,NA
"374","HARV",10,2015-01-08 18:30:00,NA
"375","HARV",10,2015-01-08 19:00:00,NA
"376","HARV",10,2015-01-08 19:30:00,NA
"377","HARV",10,2015-01-08 20:00:00,NA
"378","HARV",10,2015-01-08 20:30:00,NA
"379","HARV",10,2015-01-08 21:00:00,NA
"380","HARV",10,2015-01-08 21:30:00,NA
"381","HARV",10,2015-01-08 22:00:00,NA
"382","HARV",10,2015-01-08 22:30:00,NA
"383","HARV",10,2015-01-08 23:00:00,NA
"384","HARV",10,2015-01-08 23:30:00,NA
"385","HARV",10,2015-01-09 00:00:00,NA
"386","HARV",10,2015-01-09 00:30:00,NA
"387","HARV",10,2015-01-09 01:00:00,NA
"388","HARV",10,2015-01-09 01:30:00,NA
"389","HARV",10,2015-01-09 02:00:00,NA
"390","HARV",10,2015-01-09 02:30:00,NA
"391","HARV",10,2015-01-09 03:00:00,NA
"392","HARV",10,2015-01-09 03:30:00,NA
"393","HARV",10,2015-01-09 04:00:00,NA
"394","HARV",10,2015-01-09 04:30:00,NA
"395","HARV",10,2015-01-09 05:00:00,NA
"396","HARV",10,2015-01-09 05:30:00,NA
"397","HARV",10,2015-01-09 06:00:00,NA
"398","HARV",10,2015-01-09 06:30:00,NA
"399","HARV",10,2015-01-09 07:00:00,NA
"400","HARV",10,2015-01-09 07:30:00,NA
"401","HARV",10,2015-01-09 08:00:00,NA
"402","HARV",10,2015-01-09 08:30:00,NA
"403","HARV",10,2015-01-09 09:00:00,NA
"404","HARV",10,2015-01-09 09:30:00,NA
"405","HARV",10,2015-01-09 10:00:00,NA
"406","HARV",10,2015-01-09 10:30:00,NA
"407","HARV",10,2015-01-09 11:00:00,NA
"408","HARV",10,2015-01-09 11:30:00,NA
"409","HARV",10,2015-01-09 12:00:00,NA
"410","HARV",10,2015-01-09 12:30:00,NA
"411","HARV",10,2015-01-09 13:00:00,NA
"412","HARV",10,2015-01-09 13:30:00,NA
"413","HARV",10,2015-01-09 14:00:00,NA
"414","HARV",10,2015-01-09 14:30:00,NA
"415","HARV",10,2015-01-09 15:00:00,NA
"416","HARV",10,2015-01-09 15:30:00,NA
"417","HARV",10,2015-01-09 16:00:00,NA
"418","HARV",10,2015-01-09 16:30:00,NA
"419","HARV",10,2015-01-09 17:00:00,NA
"420","HARV",10,2015-01-09 17:30:00,NA
"421","HARV",10,2015-01-09 18:00:00,NA
"422","HARV",10,2015-01-09 18:30:00,NA
"423","HARV",10,2015-01-09 19:00:00,NA
"424","HARV",10,2015-01-09 19:30:00,NA
"425","HARV",10,2015-01-09 20:00:00,NA
"426","HARV",10,2015-01-09 20:30:00,NA
"427","HARV",10,2015-01-09 21:00:00,NA
"428","HARV",10,2015-01-09 21:30:00,NA
"429","HARV",10,2015-01-09 22:00:00,NA
"430","HARV",10,2015-01-09 22:30:00,NA
"431","HARV",10,2015-01-09 23:00:00,NA
"432","HARV",10,2015-01-09 23:30:00,NA
"433","HARV",10,2015-01-10 00:00:00,NA
"434","HARV",10,2015-01-10 00:30:00,NA
"435","HARV",10,2015-01-10 01:00:00,NA
"436","HARV",10,2015-01-10 01:30:00,NA
"437","HARV",10,2015-01-10 02:00:00,NA
"438","HARV",10,2015-01-10 02:30:00,NA
"439","HARV",10,2015-01-10 03:00:00,NA
"440","HARV",10,2015-01-10 03:30:00,NA
"441","HARV",10,2015-01-10 04:00:00,NA
"442","HARV",10,2015-01-10 04:30:00,NA
"443","HARV",10,2015-01-10 05:00:00,NA
"444","HARV",10,2015-01-10 05:30:00,NA
"445","HARV",10,2015-01-10 06:00:00,NA
"446","HARV",10,2015-01-10 06:30:00,NA
"447","HARV",10,2015-01-10 07:00:00,NA
"448","HARV",10,2015-01-10 07:30:00,NA
"449","HARV",10,2015-01-10 08:00:00,NA
"450","HARV",10,2015-01-10 08:30:00,NA
"451","HARV",10,2015-01-10 09:00:00,NA
"452","HARV",10,2015-01-10 09:30:00,NA
"453","HARV",10,2015-01-10 10:00:00,NA
"454","HARV",10,2015-01-10 10:30:00,NA
"455","HARV",10,2015-01-10 11:00:00,NA
"456","HARV",10,2015-01-10 11:30:00,NA
"457","HARV",10,2015-01-10 12:00:00,NA
"458","HARV",10,2015-01-10 12:30:00,NA
"459","HARV",10,2015-01-10 13:00:00,NA
"460","HARV",10,2015-01-10 13:30:00,NA
"461","HARV",10,2015-01-10 14:00:00,NA
"462","HARV",10,2015-01-10 14:30:00,NA
"463","HARV",10,2015-01-10 15:00:00,NA
"464","HARV",10,2015-01-10 15:30:00,NA
"465","HARV",10,2015-01-10 16:00:00,NA
"466","HARV",10,2015-01-10 16:30:00,NA
"467","HARV",10,2015-01-10 17:00:00,NA
"468","HARV",10,2015-01-10 17:30:00,NA
"469","HARV",10,2015-01-10 18:00:00,NA
"470","HARV",10,2015-01-10 18:30:00,NA
"471","HARV",10,2015-01-10 19:00:00,NA
"472","HARV",10,2015-01-10 19:30:00,NA
"473","HARV",10,2015-01-10 20:00:00,NA
"474","HARV",10,2015-01-10 20:30:00,NA
"475","HARV",10,2015-01-10 21:00:00,NA
"476","HARV",10,2015-01-10 21:30:00,NA
"477","HARV",10,2015-01-10 22:00:00,NA
"478","HARV",10,2015-01-10 22:30:00,NA
"479","HARV",10,2015-01-10 23:00:00,NA
"480","HARV",10,2015-01-10 23:30:00,NA
"481","HARV",10,2015-01-11 00:00:00,NA
"482","HARV",10,2015-01-11 00:30:00,NA
"483","HARV",10,2015-01-11 01:00:00,NA
"484","HARV",10,2015-01-11 01:30:00,NA
"485","HARV",10,2015-01-11 02:00:00,NA
"486","HARV",10,2015-01-11 02:30:00,NA
"487","HARV",10,2015-01-11 03:00:00,NA
"488","HARV",10,2015-01-11 03:30:00,NA
"489","HARV",10,2015-01-11 04:00:00,NA
"490","HARV",10,2015-01-11 04:30:00,NA
"491","HARV",10,2015-01-11 05:00:00,NA
"492","HARV",10,2015-01-11 05:30:00,NA
"493","HARV",10,2015-01-11 06:00:00,NA
"494","HARV",10,2015-01-11 06:30:00,NA
"495","HARV",10,2015-01-11 07:00:00,NA
"496","HARV",10,2015-01-11 07:30:00,NA
"497","HARV",10,2015-01-11 08:00:00,NA
"498","HARV",10,2015-01-11 08:30:00,NA
"499","HARV",10,2015-01-11 09:00:00,NA
"500","HARV",10,2015-01-11 09:30:00,NA
"501","HARV",10,2015-01-11 10:00:00,NA
"502","HARV",10,2015-01-11 10:30:00,NA
"503","HARV",10,2015-01-11 11:00:00,NA
"504","HARV",10,2015-01-11 11:30:00,NA
"505","HARV",10,2015-01-11 12:00:00,NA
"506","HARV",10,2015-01-11 12:30:00,NA
"507","HARV",10,2015-01-11 13:00:00,NA
"508","HARV",10,2015-01-11 13:30:00,NA
"509","HARV",10,2015-01-11 14:00:00,NA
"510","HARV",10,2015-01-11 14:30:00,NA
"511","HARV",10,2015-01-11 15:00:00,NA
"512","HARV",10,2015-01-11 15:30:00,NA
"513","HARV",10,2015-01-11 16:00:00,NA
"514","HARV",10,2015-01-11 16:30:00,NA
"515","HARV",10,2015-01-11 17:00:00,NA
"516","HARV",10,2015-01-11 17:30:00,NA
"517","HARV",10,2015-01-11 18:00:00,NA
"518","HARV",10,2015-01-11 18:30:00,NA
"519","HARV",10,2015-01-11 19:00:00,NA
"520","HARV",10,2015-01-11 19:30:00,NA
"521","HARV",10,2015-01-11 20:00:00,NA
"522","HARV",10,2015-01-11 20:30:00,NA
"523","HARV",10,2015-01-11 21:00:00,NA
"524","HARV",10,2015-01-11 21:30:00,NA
"525","HARV",10,2015-01-11 22:00:00,NA
"526","HARV",10,2015-01-11 22:30:00,NA
"527","HARV",10,2015-01-11 23:00:00,NA
"528","HARV",10,2015-01-11 23:30:00,NA
"529","HARV",10,2015-01-12 00:00:00,NA
"530","HARV",10,2015-01-12 00:30:00,NA
"531","HARV",10,2015-01-12 01:00:00,NA
"532","HARV",10,2015-01-12 01:30:00,NA
"533","HARV",10,2015-01-12 02:00:00,NA
"534","HARV",10,2015-01-12 02:30:00,NA
"535","HARV",10,2015-01-12 03:00:00,NA
"536","HARV",10,2015-01-12 03:30:00,NA
"537","HARV",10,2015-01-12 04:00:00,NA
"538","HARV",10,2015-01-12 04:30:00,NA
"539","HARV",10,2015-01-12 05:00:00,NA
"540","HARV",10,2015-01-12 05:30:00,NA
"541","HARV",10,2015-01-12 06:00:00,NA
"542","HARV",10,2015-01-12 06:30:00,NA
"543","HARV",10,2015-01-12 07:00:00,NA
"544","HARV",10,2015-01-12 07:30:00,NA
"545","HARV",10,2015-01-12 08:00:00,NA
"546","HARV",10,2015-01-12 08:30:00,NA
"547","HARV",10,2015-01-12 09:00:00,NA
"548","HARV",10,2015-01-12 09:30:00,NA
"549","HARV",10,2015-01-12 10:00:00,NA
"550","HARV",10,2015-01-12 10:30:00,NA
"551","HARV",10,2015-01-12 11:00:00,NA
"552","HARV",10,2015-01-12 11:30:00,NA
"553","HARV",10,2015-01-12 12:00:00,NA
"554","HARV",10,2015-01-12 12:30:00,NA
"555","HARV",10,2015-01-12 13:00:00,NA
"556","HARV",10,2015-01-12 13:30:00,NA
"557","HARV",10,2015-01-12 14:00:00,NA
